ResponseId,question,source_column,response
R_MK0172455,Please specify what job adult 2 does,Q103,Doing the experiments myself instead of watching the teacher do it.
R_MK0173914,Please specify what job adult 2 does,Q103,Doing the experiments myself instead of watching the teacher do it.
R_MK0174736,Please specify what job adult 2 does,Q103,The teachers actually listened to our ideas.
R_MK0175516,Please specify what job adult 2 does,Q103,Learning science can fix real problems in our own town.
R_MK0176625,Please specify what job adult 2 does,Q103,"Making a game, I didn't know you could learn that at school."
R_MK0177555,Please specify what job adult 2 does,Q103,"Getting to build something that actually worked, not just learn about it."
R_MK0178501,Please specify what job adult 2 does,Q103,Talking to the women in STEM about their actual day to day jobs.
R_MK0179279,Please specify what job adult 2 does,Q103,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0180740,Please specify what job adult 2 does,Q103,The excursion where we surveyed the wetlands.
R_MK0182878,Please specify what job adult 2 does,Q103,The video call with the scientist who works with livestock.
R_MK0183724,Please specify what job adult 2 does,Q103,"Programming the robot to move on its own, I'd never done that."
R_MK0184967,Please specify what job adult 2 does,Q103,"Presenting our project, I liked explaining it to the parents."
R_MK0185472,Please specify what job adult 2 does,Q103,Doing the experiments myself instead of watching the teacher do it.
R_MK0186474,Please specify what job adult 2 does,Q103,Testing the water in the creek near us and finding what was in it.
R_MK0187606,Please specify what job adult 2 does,Q103,Making the poster and the model together.
R_MK0188526,Please specify what job adult 2 does,Q103,Finding out design is part of engineering too.
R_MK0189481,Please specify what job adult 2 does,Q103,"Using the 3D printer, I didn't know our school had one."
R_MK0190318,Please specify what job adult 2 does,Q103,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0191719,Please specify what job adult 2 does,Q103,"Making a game, I didn't know you could learn that at school."
R_MK0192452,Please specify what job adult 2 does,Q103,Organising my group and working out who did what.
R_MK0193689,Please specify what job adult 2 does,Q103,I liked that we could test our own ideas even when they didn't work.
R_MK0195618,Please specify what job adult 2 does,Q103,"Making a game, I didn't know you could learn that at school."
R_MK0196526,Please specify what job adult 2 does,Q103,"Getting to build something that actually worked, not just learn about it."
R_MK0197884,Please specify what job adult 2 does,Q103,Learning science can fix real problems in our own town.
R_MK0198144,Please specify what job adult 2 does,Q103,"It wasn't like normal school, we chose what our project was about."
R_MK0199283,Please specify what job adult 2 does,Q103,"Programming the robot to move on its own, I'd never done that."
R_MK0005946,What did you enjoy the most about the activity?,Q17,Going deeper than we do in normal class.
R_MK0009333,What did you enjoy the most about the activity?,Q17,Finding out design is part of engineering too.
R_MK0013180,What did you enjoy the most about the activity?,Q17,Learning science can fix real problems in our own town.
R_MK0015550,What did you enjoy the most about the activity?,Q17,"Presenting our project, I liked explaining it to the parents."
R_MK0020980,What did you enjoy the most about the activity?,Q17,Organising my group and working out who did what.
R_MK0021933,What did you enjoy the most about the activity?,Q17,I liked that we could test our own ideas even when they didn't work.
R_MK0023668,What did you enjoy the most about the activity?,Q17,Testing the water in the creek near us and finding what was in it.
R_MK0024877,What did you enjoy the most about the activity?,Q17,The teachers actually listened to our ideas.
R_MK0026518,What did you enjoy the most about the activity?,Q17,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0027310,What did you enjoy the most about the activity?,Q17,"Using the 3D printer, I didn't know our school had one."
R_MK0034350,What did you enjoy the most about the activity?,Q17,"Making a game, I didn't know you could learn that at school."
R_MK0036107,What did you enjoy the most about the activity?,Q17,The teachers actually listened to our ideas.
R_MK0038256,What did you enjoy the most about the activity?,Q17,Making the poster and the model together.
R_MK0039933,What did you enjoy the most about the activity?,Q17,"Using the 3D printer, I didn't know our school had one."
R_MK0045791,What did you enjoy the most about the activity?,Q17,Testing the water in the creek near us and finding what was in it.
R_MK0046760,What did you enjoy the most about the activity?,Q17,The coding part. I do a bit at home but this was harder.
R_MK0049894,What did you enjoy the most about the activity?,Q17,Organising my group and working out who did what.
R_MK0052338,What did you enjoy the most about the activity?,Q17,The mentor said she was first in her family to go to uni too.
R_MK0053831,What did you enjoy the most about the activity?,Q17,The video call with the scientist who works with livestock.
R_MK0057596,What did you enjoy the most about the activity?,Q17,"Getting to build something that actually worked, not just learn about it."
R_MK0065636,What did you enjoy the most about the activity?,Q17,"Going to the university campus, I'd never been to one."
R_MK0068175,What did you enjoy the most about the activity?,Q17,The mentor said she was first in her family to go to uni too.
R_MK0070451,What did you enjoy the most about the activity?,Q17,Getting to do it here instead of travelling to the city.
R_MK0074541,What did you enjoy the most about the activity?,Q17,"Designing how our project looked, not just how it worked."
R_MK0075585,What did you enjoy the most about the activity?,Q17,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0076253,What did you enjoy the most about the activity?,Q17,"It wasn't like normal school, we chose what our project was about."
R_MK0083803,What did you enjoy the most about the activity?,Q17,Testing the water in the creek near us and finding what was in it.
R_MK0087310,What did you enjoy the most about the activity?,Q17,"Programming the robot to move on its own, I'd never done that."
R_MK0094131,What did you enjoy the most about the activity?,Q17,"Learning the science behind farming, which is what my family does."
R_MK0105282,What did you enjoy the most about the activity?,Q17,Testing the water in the creek near us and finding what was in it.
R_MK0109195,What did you enjoy the most about the activity?,Q17,Doing the experiments myself instead of watching the teacher do it.
R_MK0117485,What did you enjoy the most about the activity?,Q17,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0118387,What did you enjoy the most about the activity?,Q17,We made something for our town that people could actually use.
R_MK0123827,What did you enjoy the most about the activity?,Q17,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0124214,What did you enjoy the most about the activity?,Q17,Testing the water in the creek near us and finding what was in it.
R_MK0135125,What did you enjoy the most about the activity?,Q17,"Designing how our project looked, not just how it worked."
R_MK0140948,What did you enjoy the most about the activity?,Q17,Organising my group and working out who did what.
R_MK0141765,What did you enjoy the most about the activity?,Q17,"Using the 3D printer, I didn't know our school had one."
R_MK0143213,What did you enjoy the most about the activity?,Q17,Learning science can fix real problems in our own town.
R_MK0144114,What did you enjoy the most about the activity?,Q17,Getting to do it here instead of travelling to the city.
R_MK0145577,What did you enjoy the most about the activity?,Q17,The teachers actually listened to our ideas.
R_MK0149979,What did you enjoy the most about the activity?,Q17,"Programming the robot to move on its own, I'd never done that."
R_MK0151881,What did you enjoy the most about the activity?,Q17,"Using the 3D printer, I didn't know our school had one."
R_MK0152875,What did you enjoy the most about the activity?,Q17,Making the model with real tools. It felt like proper work.
